shot_id,campaign,current_range,divertor_config,plasma_shape,preshot_description,postshot_description,timestamp,heating,pellets,rmp_coil
30089,M9,400 kA,Conventional,Lower Single Null,"
Reload 30087. Scale all ELM Coil waveforms by 0.9. Same NBI settings as in 30088.
","
Good shot.
",2013-09-06 11:12:00,"2 Beams,SS Beam,SW Beam",False,True
30090,M9,400 kA,Conventional,Lower Single Null,"
Repeat 30089. Zero all ELM coil waveforms.
","
Useful for David Keeling.
",2013-09-06 11:27:00,"2 Beams,SS Beam,SW Beam",False,False
30091,M9,400 kA,Conventional,Lower Single Null,"
Restore 30090. ELM coil A and D to 0.5kA at 0.45s and ELM coil B and C to 1kA at 0.35s.
","
Good shot. No IR camera strike point splitting data.
",2013-09-06 11:42:00,"2 Beams,SS Beam,SW Beam",False,True
30092,M9,700 kA,Conventional,Lower Single Null,"
Reload 30039 - LSND scenario 3 - use staircase IELM current in PSU B+C 
","
Good shot.
",2013-09-06 12:00:00,"2 Beams,SS Beam,SW Beam",False,True
30093,M9,700 kA,Conventional,Lower Single Null,"
Reload 30092. Switch off density feedback at 0.3s and switch on flow reference control at 0.3s. Set ELM supplies B and C to constant 1kA. 
","
Good shot.
",2013-09-06 12:16:00,"2 Beams,SS Beam,SW Beam",False,True
30094,M9,700 kA,Conventional,,"
Repeat 30093. Load 30087 waveforms for ELM power supplies and bring all waveforms forward by 70ms. 
","
Back transition and density pump out at 0.35s.
",2013-09-06 12:31:00,"2 Beams,SS Beam,SW Beam",False,
30095,M9,700 kA,Conventional,Lower Single Null,"
Repeat 30094. Increase FLOWREF to 12 at 0.055 to 0.2s. Swapped rotation direction for ELM coil power supplies. 
","
Extra breakdowns on SW beam. SW beam came on late at 0.21s. Useful shot.
",2013-09-06 12:46:00,"2 Beams,SS Beam,SW Beam",False,True
30097,M9,700 kA,Conventional,Lower Single Null,"
Repeat 30095. 
","
Splitting detected.  Good shot.
",2013-09-06 13:04:00,"2 Beams,SS Beam,SW Beam",False,True
30098,M9,700 kA,Conventional,,"
Repeat 30097. Constant ELM coil current of 0.707kA on all ELM supplies.
","
ELM Coil B did not fire.  SS beam fired but no DATAC. 
",2013-09-06 13:21:00,SS Beam,False,
30099,M9,700 kA,Conventional,Lower Single Null,"
Restore 30095. SS start at 0.1s and SW start at 0.118s. 
","
Good shot.
",2013-09-06 13:36:00,"2 Beams,SS Beam,SW Beam",False,True
30101,M9,700 kA,Conventional,Lower Single Null,"
Restore 30044 for IPS-010. SW from 200ms and SS from 150ms. 
","
Good shot. SW beam has additional breakdowns.
",2013-09-06 14:07:00,"2 Beams,SS Beam,SW Beam",False,False
30102,M9,700 kA,Conventional,,"
Restore 29964.  Adjust DRREF to 5 from 0.184s. Shift VLOOP from 0.025 to 0.154s by 0.3.
","
Good data.
",2013-09-06 14:23:00,SS Beam,False,
30103,M9,1000 kA,Conventional,Connected Double Null,"
Restore 30073. Use cHFS waveform from 30102 but start at 0.07s and run to 0.4s. cHFS set to 250mBar.
","
SW beam had an extra breakdown at 0.2s.  Good data.
",2013-09-06 14:40:00,"2 Beams,SS Beam,SW Beam",False,False
30104,M9,1000 kA,Conventional,Connected Double Null,"
Restore 30103. Shorten CHFS_REF to go to zero at 0.22s. 
","
SW beam has extra breakdowns and does'nt start until after L/H transition.  Brief falling density (and Dalpha) after shutoff, then HL transition (as with single beam).
",2013-09-06 14:55:00,"2 Beams,SS Beam,SW Beam",False,False
30107,M9,400 kA,Conventional,,"
reload 29227 scenario 1 400 kA CDN - use IELMA,B = 1.0
IELMC = 0.9 IELM D = 0.45 
","
Slightly short than reference shot, but no CO2 data.
",2013-09-09 09:58:00,Ohmic,False,
30108,M9,1000 kA,Conventional,Connected Double Null,"
Restore 29994: CO2 still unavailable so convert shot to FlowRef 
","
Density 10% lower than reference. JH happy to continue.
",2013-09-09 10:14:00,SS Beam,False,False
30109,M9,1000 kA,Conventional,,"
Repeat
","
good beam but underdense in period 150 to 200 ms 
",2013-09-09 10:36:00,SS Beam,False,
30110,M9,1000 kA,Conventional,Connected Double Null,"
repeat to get a better density in the 100 -200 ms period - increase flowref from 16.5 to 18.0 in period 90 to 170 ms 
","
Good shot - better match to 29994
",2013-09-09 10:51:00,SS Beam,False,False
30111,M9,700 kA,Conventional,,"
Restore 29764: Enable SW NBI.
","
drop in real time IP caused PCS to shutdown plasma
",2013-09-09 11:08:00,"2 Beams,SS Beam,SW Beam",False,
30112,M9,700 kA,Conventional,Connected Double Null,"
Reload 30110 - reduce IP flat top to 750 KA from 900 kA - scale idiv peak by 1/1.2 - move to density feedback 
","
PIC happy with data.
",2013-09-09 11:42:00,SS Beam,False,False
30113,M9,700 kA,Conventional,Connected Double Null,"
Restore 30111
","
Shot OK for programme. Two good beams. Big locked mode at 260ms, but plasma survives.
",2013-09-09 12:00:00,"2 Beams,SS Beam,SW Beam",False,False
30114,M9,700 kA,Conventional,Connected Double Null,"
Repeat.
","
Good repeat.
",2013-09-09 12:16:00,"2 Beams,SS Beam,SW Beam",False,False
30115,M9,700 kA,Conventional,Connected Double Null,"
Repeat. increase I(Div) after 300ms to try to affect I(halo)
","
2 good beams 
",2013-09-09 12:33:00,"2 Beams,SS Beam,SW Beam",False,False
30116,M9,700 kA,Conventional,Connected Double Null,"
Restore 30112: One beam 750kA plasma.
","
Good shot
",2013-09-09 12:49:00,SS Beam,False,False
30117,M9,700 kA,Conventional,Connected Double Null,"
Repeat: Increase I(Div) after 300ms.
","
Good shot
",2013-09-09 13:05:00,SS Beam,False,False
30120,M9,700 kA,Conventional,,"
Restore 29495: Modify Zref=0cm. 
Add in beams S=50ms, SW=70ms. 
Enable cHFSgas=150mb 
","
Sustained breakdown 
FA4 tripped at 160 ms - vertically unstable after that 
",2013-09-09 13:53:00,"2 Beams,SS Beam,SW Beam",False,
30121,M9,400 kA,Conventional,Connected Double Null,"
Increase zref  to 0.5 - reduce extent of zp and zd gain notch so that it ends at 150 ms 
","
Good beams - IRE at 200 ms - Hmode from 160ms - loss of H-mode could be correlated with he CHFS being turned off
",2013-09-09 14:08:00,"2 Beams,SS Beam,SW Beam",False,False
30122,M9,700 kA,Conventional,Connected Double Null,"
extend CHFS to 500 ms - increase zref to +0.75 - ramp current from set value of 0.5 at 220ms to a set value of 0.75 at 310ms 
","
1 breakdown on SS at 100 ms - good deep H-mode - disrupts during the current ramp - but still in H-mode 
",2013-09-09 14:24:00,"2 Beams,SS Beam,SW Beam",False,False
30123,M9,700 kA,Conventional,Connected Double Null,"
Bring current ramp earlier - start at 180ms to reach flat top by 270ms 
","
Good beams - drops out of a dithery H-mode as start the current ramp 
",2013-09-09 14:40:00,"2 Beams,SS Beam,SW Beam",False,False
30124,M9,1000 kA,Conventional,Connected Double Null,"
start ramp at 200 ms for 40ms to 0.62 then ramp to 0.85 by 285ms
","
good shot -reaches 900 KA flat top - loose H-mode at 230ms due to an IRE 
",2013-09-09 14:56:00,"2 Beams,SS Beam,SW Beam",False,False
30127,M9,400 kA,Conventional,Lower Single Null,"
Standard shot. Restore 29939. Reduce all ELM Coil waveforms to 1.0kA. SS beam at 150ms for 450ms. 
","
Useful shot. Requires a coil off shot for comparison.   
",2013-09-10 08:38:00,SS Beam,False,True
30128,M9,700 kA,Conventional,Lower Single Null,"
Restore 29916. All ELM supply currents set to 1kA. SS beam start at 100ms for 450ms and SW beam start at 163ms for 450ms. 
","
RMP coils cause considerable rotational braking  and cause H-L back transition at 270ms at 750A.
",2013-09-10 08:55:00,"2 Beams,SS Beam,SW Beam",False,True
30130,M9,700 kA,Conventional,Lower Single Null,"
Repeat.
","
Good shot.  SS beam had a breakdown but OK.
",2013-09-10 09:16:00,"2 Beams,SS Beam,SW Beam",False,True
30131,M9,400 kA,Conventional,,"
Reload 30081. SS beam start at 150ms and SW beam start at 177ms. Changed ELM coil supply waveform steps to 0.4, 0.6 and 0.8kA and applied to all ELM supplies. 
","
 0.8kA coil current causes back transition. Coils 2 and 6 did not operate as ELMA supply did not work.
",2013-09-10 09:34:00,"2 Beams,SS Beam,SW Beam",False,
30132,M9,400 kA,Conventional,Lower Single Null,"
Repeat 30131. 
","
Good shot. All ELM supplies fired. SW beam breakdown at 0.5s.  
",2013-09-10 09:49:00,"2 Beams,SS Beam,SW Beam",False,True
30133,M9,400 kA,Conventional,Lower Single Null,"
Repeat 30132. Change all ELM supply waveforms to constant 0.5kA. 
","
Good shot. 
",2013-09-10 10:10:00,"2 Beams,SS Beam,SW Beam",False,True
30134,M9,400 kA,Conventional,Lower Single Null,"
Repeat 30133. Increase ELM Supply Waveform to 0.6kA in all supplies. 
","
Good shot.
",2013-09-10 10:41:00,"2 Beams,SS Beam,SW Beam",False,True
30135,M9,700 kA,Conventional,Lower Single Null,"
Restore 30093. Restore ELM coil waveforms from 30092 to all ELM supplies with steps set to 0.4, 0.6 and 0.8kA. SS beam start at 0.1s and SW beam start at 0.123s.
","
Triggers back transition at 300ms. 
",2013-09-10 10:56:00,"2 Beams,SS Beam,SW Beam",False,True
30136,M9,700 kA,Conventional,Lower Single Null,"
Repeat 30135. Adjusted ELM Supply waveforms: Reduced steps to 0.2 and then 0.4kA for rest of waveform.
","
Useful shot.
",2013-09-10 11:14:00,"2 Beams,SS Beam,SW Beam",False,True
30137,M9,400 kA,Conventional,,"
Restore 30127. Set all ELM Supplies to 1.4kA. SW only, start at 0.127s. 
","
SW beam had several breakdowns. ELM Supply A did not fire.
",2013-09-10 11:30:00,SW Beam,False,
30138,M9,400 kA,Conventional,Lower Single Null,"
Repeat 30137.
","
Good shot. H-mode suppressed. 1 breakdown on SW beam. All ELM supplies fired. 
",2013-09-10 11:45:00,SW Beam,False,True
30139,M9,400 kA,Conventional,Lower Single Null,"
Repeat 30138. Reduce ELM supply current to 1kA in all supplies.
","
Useful shot.
",2013-09-10 12:00:00,SW Beam,False,True
30140,M9,400 kA,Conventional,,"
Repeat 30139. Reduce SW beam power to 1.2MW.
","
Incorrect ELM coil current. PIC wanted 1.4kA. 
",2013-09-10 12:19:00,SW Beam,False,
30141,M9,400 kA,Conventional,Lower Single Null,"
Repeat 30140. Increase all ELM Supply currents to 1.4kA.
","
Good shot.  Transition delayed. All ELM supplies fired. 
",2013-09-10 12:34:00,SW Beam,False,True
30142,M9,700 kA,Conventional,Lower Single Null,"
Restore 29803. SS beam starting at 0.08s for 0.43s. 
","
Good shot. 
",2013-09-10 12:50:00,SS Beam,False,False
30143,M9,700 kA,Conventional,Lower Single Null,"
Repeat 30142 with different divertor camera settings.
","
Good shot.
",2013-09-10 13:06:00,SS Beam,False,False
30144,M9,700 kA,Conventional,Lower Single Null,"
Repeat 30143 with different divertor camera settings.
","
Good repeat.
",2013-09-10 13:22:00,SS Beam,False,False
30145,M9,700 kA,Conventional,Lower Single Null,"
Repeat 30144 with different divertor camera settings.
","
Good repeat.
",2013-09-10 13:37:00,SS Beam,False,False
30147,M9,700 kA,Conventional,Lower Single Null,"
Reset XLP DATAC channel. Repeat 30145.
","
Good shot.
",2013-09-10 13:56:00,SS Beam,False,False
30148,M9,700 kA,Conventional,,"
Reload 29699 scenario 6 CDN - use IDIV from 28980 - set zref = 0.55 - set SS start at 50 ms SW at 127 ms - 200 mbar CHFS  - add ELM coils at 1.0 kA from 250 ms 
","
Underdense compared to 28980 and very large plasma distortion at 260ms. 	
",2013-09-10 14:14:00,"2 Beams,SS Beam,SW Beam",False,
30149,M9,700 kA,Conventional,Connected Double Null,"
Repeat 30148 . Adjust ZREF to 0.2. Shift start ELM supply waveforms forward by 0.03s and increase all ELM supply currents to 1.4kA.
","
Shot ran OK.
",2013-09-10 14:29:00,"2 Beams,SS Beam,SW Beam",False,True
30150,M9,700 kA,Conventional,Connected Double Null,"
Restore 29161. SS beam start at t=100ms, SW beam start at t=127ms
","
Good shot. Good ELMs. Overdense relative to parent shot.
",2013-09-10 14:45:00,"2 Beams,SS Beam,SW Beam",False,False
30151,M9,700 kA,Conventional,Connected Double Null,"
Restore 30150. Reduce FLOW_REF to 15 at 0.042s and 0 at 0.07s. Reload Ip waveform from 24552. 
","
Good shot.
",2013-09-10 15:01:00,"2 Beams,SS Beam,SW Beam",False,False
30152,M9,1000 kA,Conventional,,"
Restore 29992. Select SS beam, start at 0.05s. Refill cHFS to 260mBar. Remove ELM coils waveforms.
","
FAs tripped after a brief, high frequency oscillation.
",2013-09-10 15:17:00,SS Beam,False,
30153,M9,1000 kA,Conventional,,"
Repeat 30152. Increase ZDGAIN to 0.6 at 0.231s and reduce ZPGAIN to 0.6 at 0.231s. 
Refill cHFS to 270 mBar.
","
Z gains appear to disrupt shot.
",2013-09-10 15:32:00,SS Beam,False,
30154,M9,1000 kA,Conventional,Connected Double Null,"
Repeat 30153.  Remove 0.6 spikes at t=0.231s in ZPGAIN and ZDGAIN. Refill cHFS to 270mBar. 
","
Good shot. Vertical kicks stop tearing modes. 
",2013-09-10 15:48:00,SS Beam,False,False
30155,M9,1000 kA,Conventional,,"
Repeat 30154. Add SW beam to start at 177ms.  Refill cHFS to 270 mBar. 
","
Shot OK but beams not ideal.
",2013-09-10 16:04:00,"2 Beams,SS Beam,SW Beam",False,
30156,M9,400 kA,Conventional,Lower Single Null,"
Restore 30138. SW beam start at 150ms for 430ms. 
","
All ELM power supplies fired. Good SW beam. 
",2013-09-10 16:20:00,SW Beam,False,True
30157,M9,1000 kA,Conventional,Connected Double Null,"
Restore 30154. Zero EF correction waveforms. Refill cHFS to 270 mBar. SS beam selected to start at 0.05s. 
","
Good shot. 
",2013-09-10 16:36:00,SS Beam,False,False
30158,M9,1000 kA,Conventional,Connected Double Null,"
Restore 30157. Add SW beam with start time 0.177s for 0.43s. Refill cHFS to 270 mBar. 
","
Good shot. SW beam had a breakdown at 0.2s. 
",2013-09-10 16:51:00,"2 Beams,SS Beam,SW Beam",False,False
30162,M9,700 kA,Conventional,,"
Repeat.
","
No SS beam. No H-mode.
",2013-09-11 09:31:00,SW Beam,False,
30163,M9,700 kA,Conventional,,"
Repeat.
","
Ok. Good beams, but real time density probably inaccurate, which affects the feed back and the fuelling.
",2013-09-11 09:57:00,"2 Beams,SS Beam,SW Beam",False,
30164,M9,700 kA,Conventional,,"
Repeat.
","
Good beams but no H-mode. IRE at ~350 ms. This time density much closer to reference.
",2013-09-11 10:32:00,"2 Beams,SS Beam,SW Beam",False,
30165,M9,1000 kA,Conventional,,"
Reload 29754. 900 kA, CDN, one beam (SS), HFS puff (~2 bar). Restored ECELESTE gas puff from 30164.
","
HFS midplane gas puff did not fire because the valve was left in fill and not puff mode.
",2013-09-11 11:10:00,SS Beam,False,
30166,M9,1000 kA,Conventional,Connected Double Null,"
Repeat.
","
Ok. Good shot, H-mode from 223 ms.
",2013-09-11 11:26:00,SS Beam,False,False
30167,M9,1000 kA,Conventional,Connected Double Null,"
Repeat with SW NBI. 
RM: Halo current study - Increase I(Div) after 300ms
","
Good shot, still in H-mode, need to lower the power even further 
",2013-09-11 11:44:00,SW Beam,False,False
30168,M9,1000 kA,Conventional,Connected Double Null,"
Repeat with 0.7 MW from SW.
","
Good shot, no H-mode, hence move to 1.1 MW in the next shot.
",2013-09-11 12:03:00,SW Beam,False,False
30169,M9,1000 kA,Conventional,Connected Double Null,"
Repeat with 1.1 MW from SW.
","
Ok. H-mode.
",2013-09-11 12:25:00,SW Beam,False,False
30170,M9,700 kA,Conventional,Connected Double Null,"
Reload 29753 (600 kA). One beam (SW 1.1 MW), HFS midplane gas puff.
","
Ok. Good beam, H-mode from 260 ms, but not very deep.
",2013-09-11 12:43:00,SW Beam,False,False
30171,M9,700 kA,Conventional,Connected Double Null,"
Repeat with 0.9 MW from SW.
","
Earlier H-mode, although very marginal (very small ELMs). Power from SW doesn't seem to have changed much.
",2013-09-11 13:00:00,SW Beam,False,False
30172,M9,700 kA,Conventional,Connected Double Null,"
Repeat with 0.7 MW from SW.
","
Ok. L-mode. Correct beam power.
",2013-09-11 13:30:00,SW Beam,False,False
30173,M9,400 kA,Conventional,,"
Reload 29891.
","
Ok, but SW was not selected.
",2013-09-11 15:00:00,SS Beam,False,
30174,M9,400 kA,Conventional,Lower Single Null,"
Repeat with notching starting at 100 ms.
","
Ok. Good pulse. H-mode at 380 ms.
",2013-09-11 15:30:00,"2 Beams,SS Beam,SW Beam",False,False
30175,M9,700 kA,Conventional,Lower Single Null,"
Reload 29878, ELM coils on from 200 ms to 400 ms.
","
Ok. All ELM coils fired. Braking of the plasma observed according to PIC.
",2013-09-11 15:47:00,SS Beam,False,True
30176,M9,700 kA,Conventional,Lower Single Null,"
Repeat with difference location for the BES.
","
Ok.
",2013-09-11 16:08:00,SS Beam,False,True
30177,M9,700 kA,Conventional,Lower Single Null,"
Repeat with BES moved again.
","
Ok. Good shot.
",2013-09-11 16:23:00,SS Beam,False,True
30178,M9,700 kA,Conventional,Lower Single Null,"
Repeat to improve the BES scan.
","
Ok.
",2013-09-11 16:38:00,SS Beam,False,True
30179,M9,700 kA,Conventional,Lower Single Null,"
Repeat.
","
Ok.
",2013-09-11 16:54:00,SS Beam,False,True
30182,M9,700 kA,Conventional,Connected Double Null,"
Restore 29809.
Require match to 18011, seeking Type II ELMs:-
Reduce flow ref from 10 to 8 for t>0
Reduce Z ref to -0.75
South start 140ms.
ELM coils zeroed. 
","
Good shot - small (possibly) type II ELMs present at around 280ms.
Good density match to 18011, Z ref now matches well to required
",2013-09-12 09:11:00,SS Beam,False,False
30183,M9,700 kA,Conventional,Connected Double Null,"
Repeat previous with ELM coils on at 1kA
Flat top ELM coils from 250ms to 350ms.
","
ELM coils lead to back transition at 320ms.
Type II ELMs appear to have been removed, rather than enhanced.
All ELM coils fired.
",2013-09-12 09:29:00,SS Beam,False,True
30184,M9,700 kA,Conventional,Connected Double Null,"
Restore 30026.
Restore IDIV from 29699 to move strike point nearer to DSF
cHFS fill at 210 mbar
NBI set S 50 ms SW 100 ms (start set 77ms)
","
Strike point position seems to be a good match to 29699.
H mode from 150ms, falls out of H mode at 300ms.
RFEA supply trips before Type I ELMs however. May still have useful information though.

",2013-09-12 09:46:00,"2 Beams,SS Beam,SW Beam",False,False
30185,M9,700 kA,Conventional,Lower Single Null,"
Restore 30144
Collect extra imaging data with new filters.
Set South 80ms start.
","
Good repeat - H mode entry at 320ms and shot ends at 550ms.
Good for imaging.
",2013-09-12 10:01:00,SS Beam,False,False
30187,M9,700 kA,Conventional,,"
Repeat last
","
Drops out of H mode at 320ms after an ELM free.
Different waveforms in each ELM coil - SL apologises...
",2013-09-12 10:28:00,SS Beam,False,
30188,M9,400 kA,Conventional,Lower Single Null,"
Restore 29686
Set SW start at 150ms (127 ms set)
ELM current only in PSU C and D to drive lower coils only (1.4kA).
SW set to 1.2 MW

","
Good shot to fill in missing data.
",2013-09-12 10:43:00,SW Beam,False,True
30189,M9,700 kA,Conventional,,"
Restore 30187
Adjust RMP to 220 ms flat top start 1.4kA
i/b gas 2007 mbar
South 140ms start, 300 duration.
","
All ELM coils fire.

",2013-09-12 10:58:00,SS Beam,False,
30190,M9,700 kA,Conventional,Connected Double Null,"
Restore 29419.
Deselect PV7 and zero ECEL_MOD waveform.
i/b gas set to 1800 mbar
Enable vertical kick to kick by -1.5cm
","
Back transition at 285ms possibly caused by NTM kick.


",2013-09-12 11:18:00,"2 Beams,SS Beam,SW Beam",False,False
30191,M9,700 kA,Conventional,Connected Double Null,"
Restore 30189.
i/b gas 2200, 995 start
Extend I(RMP) 50 ms later
Increase outer radius by 1cm.
South 140ms start.
","
All ELM coils fired - series of small ELMs seen 
",2013-09-12 11:33:00,SS Beam,False,True
30192,M9,1000 kA,Conventional,Connected Double Null,"
Straight repeat with no changes 
","
beams ok - plasma locks soon after the first kick suggesting threshold for first kick too large - plasma disrupts at 300ms  
",2013-09-12 11:51:00,"2 Beams,SS Beam,SW Beam",False,False
30193,M9,1000 kA,Conventional,Connected Double Null,"
Repeat (reduce island threshold) 
","
plasma survived an extra 130ms but then locked during a combined LLM and NTM phase - good beams 
",2013-09-12 12:07:00,"2 Beams,SS Beam,SW Beam",False,False
30194,M9,1000 kA,Conventional,,"
Repeat with NTM trigger settings changed.
","
Shot ended early  - possibly due to Z kick.
",2013-09-12 12:22:00,"2 Beams,SS Beam,SW Beam",False,
30195,M9,700 kA,Conventional,Connected Double Null,"
Restore 30191
i/b gas 2200 mbar, 995 start
Select SW
South 140ms start and SW 220ms start.
","
Shot disrupts at 350ms
All ELM coils fired
Lower density than reference
Increased beampower pushes shot into type I ELMs from type III
",2013-09-12 12:38:00,"2 Beams,SS Beam,SW Beam",False,True
30196,M9,700 kA,Conventional,Connected Double Null,"
Repeat 30191 as density too high from the start of the shot.
Density may be affected by the shot history.
","
H mode lost at 310ms.
All ELM coils fired.
NTM present in this shot and not in the others.
Density matches 30195 exactly, so density in 30191 an anomaly.
",2013-09-12 12:55:00,SS Beam,False,True
30197,M9,1000 kA,Conventional,Connected Double Null,"
Restore 30194.
cHFS 265 mbar 
Change beam times: South 50ms start SW 240ms (set 227 ms).
","
No SW beam
Shot terminates at 290ms
NTM kick trips the FAs at 260 ms, shot then plasma VDEs at 290 ms.

",2013-09-12 13:12:00,"2 Beams,SS Beam,SW Beam",False,False
30198,M9,400 kA,Conventional,Lower Single Null,"
Restore 30090 - scenario 8
Set S 150ms SW 200ms start
Add 1.0kA 350 to 550ms in coils C and D to power the lower row
","
Good shot.
H mode at 280ms.
Splitting present from coils on to coils off.
Slight change in ELM frequency compared to coils off shot, but marginal.
",2013-09-12 13:31:00,"2 Beams,SS Beam,SW Beam",False,True
30199,M9,400 kA,Conventional,,"
Restore 30197
cHFS 265 mbar
S 50ms SW 240ms (set 227 ms).
Change the NTM kick width to prevent the kick tripping the FAs.
","
Wrong shot, not restored 30197...
Should have been for M9-MHD-012.
",2013-09-12 13:46:00,"2 Beams,SS Beam,SW Beam",False,
30200,M9,1000 kA,Conventional,Connected Double Null,"
Try again, after restoring the correct shot...
Restore 30197
cHFS 265 mbar
S 50ms SW 240ms (set 217 ms)
Change the NTM kick width to prevent the kick tripping the FAs.
","
Good shot - FAs survived the kicking of the plasma with the NTM trigger.
Long lived mode ends shot at 380 ms.
",2013-09-12 14:02:00,"2 Beams,SS Beam,SW Beam",False,False
30201,M9,1000 kA,Conventional,,"
Repeat last shot to collect more data
cHFS 265 mbar
","
SW late at 280 ms.
Back transition at 290ms, just before vertical kick applied. H mode re-entered afterwards.

",2013-09-12 14:19:00,Ohmic,False,
30202,M9,700 kA,Conventional,Lower Single Null,"
Restore 30100
Add ELM coils in C and D to drive only lower row. 1.0kA with flat top 300 to 500ms.
Add ramp of 100kA in Ip at 450ms.
","
Good shot and beams
Some mitigation - marginal.
H mode entered at 0.3s and sustained into ramp down at 520ms.
Coils maybe on too early - coils off (30100) entered H mode at 250ms.
ELM coils fired.
",2013-09-12 14:35:00,"2 Beams,SS Beam,SW Beam",False,True
30203,M9,1000 kA,Conventional,Connected Double Null,"
Restore 30197
cHFS 265 mbar
S 50ms SW 217 for 240 ms start.
","
Good shot
H mode entered at 220ms, drops out and re-entered at 250ms, 290ms and 350ms.
Vertical kicks cause back transitions.
",2013-09-12 14:51:00,"2 Beams,SS Beam,SW Beam",False,False
30204,M9,1000 kA,Conventional,Connected Double Null,"
Repeat last shot, adjust SW start time to 220 (set 197 ms).
","
Good shot, good beams.
H mode entry at 220ms with kicks causing back transitions.
",2013-09-12 15:06:00,"2 Beams,SS Beam,SW Beam",False,False
30205,M9,1000 kA,Conventional,,"
Repeat previous
cHFS 272 mbar
Increase Z kick to -2.0 from -1.5 cm.
","
Too much kick for the NTM trigger. Get a back transition at 250ms.
",2013-09-12 15:23:00,"2 Beams,SS Beam,SW Beam",False,
30206,M9,1000 kA,Conventional,,"
Repeat last as no TS data available
Move Z kick back to -1.5, with different NTM kick trigger settings.
","
Good shot. 
H mode at 220ms, loss of H mode from 250 to 350ms. 
H mode returns at 350ms to end of shot at 420 ms.
",2013-09-12 15:41:00,"2 Beams,SS Beam,SW Beam",False,
30207,M9,1000 kA,Conventional,,"
Try again to conclude MHD-012.
TS  - network switch reset and trigger distribution FPGA reset.
cHFS 265 mbar fill
","
Good repeat.
H mode matches 30206.
",2013-09-12 15:57:00,"2 Beams,SS Beam,SW Beam",False,
30208,M9,700 kA,Conventional,Lower Single Null,"
switch to SOL-007 for more refined ELM imaging data 
This shot doesn't rely on TS data but will serve to test the XYC system
","
Very good dELM imaging data
",2013-09-12 16:15:00,SS Beam,False,False
30209,M9,700 kA,Conventional,Lower Single Null,"
Switch to MHD-002
Increase ELM current to 1.1kA on C and D, and shorten duration by 50ms
change IPREF so that it ramps 1kA/ms starting from in the ELM phase
*TS trigger unit also swapped as a test
","
ELM PSUs fired. shot enters H-mode at 250ms - nice beams  
XYC promising, to be checked
",2013-09-12 16:37:00,"2 Beams,SS Beam,SW Beam",False,True
30210,M9,400 kA,Conventional,Lower Single Null,"
Change beam to 0.9MW 
","
ok, good beam  - H-mode suppression observed 
",2013-09-12 16:53:00,SW Beam,False,True
30250,M9,700 kA,Conventional,Connected Double Null,"
reload 28830 - 600 kA ohmic shot - select FA4 - add Helios nozzle for celeste at 800 - load ecleste waveforms from 30170
select PV7 - set zref = 0.6 - set RP to reciprocate from 0.46 - 300 mbar of He  in CM2 
","
density worked - good shot - celeste worked also 
",2013-09-17 10:32:00,Ohmic,False,False
30251,M9,700 kA,Conventional,Connected Double Null,"
reload 30170 - add RP waveform from previous shot -reduce recip from 8 to 6 - keep Helios at 800 set point - add HFS puff at 2 bar - select ss at 1.2 MW and start time 120 ms change to flowref - convert to magnetic feedback 
","
beam fired from 0 rather than requested 120 ms - shot to 250 ms - but otherwise good shot 
",2013-09-17 10:50:00,SS Beam,False,False
30252,M9,700 kA,Conventional,Connected Double Null,"
set RP to 5 V starttime 50 ms 
","
good shot - large interaction with probe 
",2013-09-17 11:07:00,SS Beam,False,False
30253,M9,700 kA,Conventional,Connected Double Null,"
delay rp by another 60ms and change start location so its 2cm further out 
","
good shot with good probe interaction 
",2013-09-17 11:31:00,SS Beam,False,False
30254,M9,400 kA,Conventional,Connected Double Null,"
retract inboard helios and RP - select SW for a test start time 400ms and 0 length 
","
good shot  - good match to density of 21685 up to 300 ms 
",2013-09-17 11:48:00,Ohmic,False,False
30255,M9,700 kA,Conventional,,"
reload scenario 3 (IP=600 KA LSND) SS at 100ms SW request 117 ms - set constant IELM=1kA from 270ms -remove density feedback
","
H-mode from 400 ms  but no good to the programme as only 1 beam  and outboard radius wrong 
",2013-09-17 12:03:00,SS Beam,False,
30256,M9,1000 kA,Conventional,Connected Double Null,"
reload 29125 1 beam 900 KA shot - SS from 70ms -select SW from 300ms for a test 
","
Good beams. Density a little higher than reference by around 8%.
Blip seen on SW, which could be breakdown at start.
",2013-09-17 12:19:00,"2 Beams,SS Beam,SW Beam",False,False
30257,M9,1000 kA,Conventional,Connected Double Null,"
Repeat with zshift to +0.55 cm - add IELM=1.4KA 
","
problem with real time density - good match to previous shot but still too dense compared try 29125 - elm coils fired and ELM freq higher than previous shot 
",2013-09-17 12:41:00,SS Beam,False,True
30258,M9,700 kA,Conventional,,"
restore 30255 (LSND 600 kA) IELM = 1.4 KA SS at 100ms SW at 117ms 
","
good shot SS had 1 breakdown - no H-mode - not sure why 
",2013-09-17 12:56:00,"2 Beams,SS Beam,SW Beam",False,
30259,M9,700 kA,Conventional,,"
increase early gas - delay ELM coils to start at 300 ms to see if can H-mode back 
","
very late h-mode at 290 ms 
",2013-09-17 13:12:00,"2 Beams,SS Beam,SW Beam",False,
